Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-08-24 00:00:00+10:00,47.84849353,48.34258264,47.1138649,47.1138649,6916599,0,0
2015-08-25 00:00:00+10:00,46.45074307,48.99269665,46.4312404,48.81066513,8131178,0,0
2015-08-26 00:00:00+10:00,47.81598471,49.57779667,47.78997951,49.4932785,6033884,0,0
2015-08-27 00:00:00+10:00,50.05887421,50.37093171,49.68830872,49.68830872,4834405,0,0
2015-08-28 00:00:00+10:00,50.253917,50.28641979,49.14871797,49.64280701,8807049,0,0
2015-08-31 00:00:00+10:00,49.22023604,49.22023604,48.18655495,48.81066513,4715040,0,0
2015-09-01 00:00:00+10:00,48.75214142,48.81715195,47.62094227,47.65345001,4332533,0,0
2015-09-02 00:00:00+10:00,47.23088212,47.95251057,46.95133232,47.8679924,4509276,0,0
2015-09-03 00:00:00+10:00,48.51809946,48.67413069,46.78879547,46.78879547,3937578,0,0
2015-09-04 00:00:00+10:00,46.78229925,47.02284371,46.3272205,46.90582275,6328120,0,0
2015-09-07 00:00:00+10:00,46.74328732,47.05533986,46.37921941,47.01633453,4570660,0,0
2015-09-08 00:00:00+10:00,47.19187545,48.21905899,47.03584914,48.21905899,3999324,0,0
2015-09-09 00:00:00+10:00,49.28524278,49.9548608,49.25273999,49.87685013,5549748,0,0
2015-09-10 00:00:00+10:00,48.69362738,49.73381066,48.64161698,48.84315109,4595034,0,0
2015-09-11 00:00:00+10:00,48.84315109,48.84315109,48.84315109,48.84315109,0,0,0
2015-09-14 00:00:00+10:00,48.79115644,48.95368527,48.1215335,48.46609879,5378705,0,0
2015-09-15 00:00:00+10:00,48.54411239,48.74565153,47.63394991,47.7314682,4209355,0,0
2015-09-16 00:00:00+10:00,48.75214128,49.06419878,48.1735391,48.98618317,5551703,0,0
2015-09-17 00:00:00+10:00,49.53879032,49.72732438,49.09021408,49.14221954,5142469,0,0
2015-09-18 00:00:00+10:00,49.23973533,49.64931118,48.33607539,49.29824829,4131169,0,0
2015-09-21 00:00:00+10:00,48.50510108,48.61561948,47.49092283,47.86148834,3651808,0,0
2015-09-22 00:00:00+10:00,48.10854054,48.466106,47.58844622,47.97851944,2229040,0,0
2015-09-23 00:00:00+10:00,47.45841836,47.59494198,46.45073763,46.54825592,5680792,0,0
2015-09-24 00:00:00+10:00,46.78880148,47.3283984,46.71078586,47.13336182,3215885,0,0
2015-09-25 00:00:00+10:00,47.32839392,47.64694902,46.41823155,46.44423676,8362078,0,0
2015-09-28 00:00:00+10:00,46.52225464,47.4974277,46.51575706,47.26338577,2151950,0,0
2015-09-29 00:00:00+10:00,46.4832494,46.76279921,45.60559464,45.60559464,4504678,0,0
2015-09-30 00:00:00+10:00,46.06066513,47.41290606,46.047665,47.27638245,4795052,0,0
2015-10-01 00:00:00+10:00,47.71195798,48.33932178,47.23737662,48.28405762,3277220,0,0
2015-10-02 00:00:00+10:00,47.71196747,48.3945906,47.52993595,47.71196747,2392470,0,0
2015-10-05 00:00:00+11:00,48.39458549,48.65462765,48.23855424,48.34257507,1619838,0,0
2015-10-06 00:00:00+11:00,48.92117716,49.29824523,48.61562217,48.73264313,2595262,0,0
2015-10-07 00:00:00+11:00,48.7586441,48.94067558,47.91999483,48.7586441,2523405,0,0
2015-10-08 00:00:00+11:00,49.21372939,49.34375544,48.7781533,48.9991951,1998171,0,0
2015-10-09 00:00:00+11:00,49.40876161,49.57129043,48.75864633,49.10320663,2428907,0,0
2015-10-12 00:00:00+11:00,49.08370202,49.10320468,48.32306836,48.53110504,2185101,0,0
2015-10-13 00:00:00+11:00,48.43358557,48.68062758,47.63394164,48.25805664,2371617,0,0
2015-10-14 00:00:00+11:00,47.75096683,48.75864753,47.75096683,48.47259521,2682858,0,0
2015-10-15 00:00:00+11:00,48.66763675,49.12921807,48.11503968,49.01869965,2302705,0,0
2015-10-16 00:00:00+11:00,49.40878045,50.05889598,49.38927778,49.76634598,3732096,0,0
2015-10-19 00:00:00+11:00,50.05887421,50.12388474,49.44776429,49.68830872,1963338,0,0
2015-10-20 00:00:00+11:00,49.50628164,49.70131326,49.14871624,49.23323441,1995934,0,0
2015-10-21 00:00:00+11:00,48.98618014,49.48677163,48.44008575,49.28523254,1914141,0,0
2015-10-22 00:00:00+11:00,49.08370929,49.86384573,48.9536882,49.66231155,1734973,0,0
2015-10-23 00:00:00+11:00,50.51395445,50.77400155,50.12388628,50.2864151,3063301,0,0
2015-10-26 00:00:00+11:00,50.63748242,50.66348762,50.29942463,50.38393784,2251288,0,0
2015-10-27 00:00:00+11:00,50.45544576,50.77400084,50.40993789,50.53995895,2424679,0,0
2015-10-28 00:00:00+11:00,50.54646578,50.59197365,50.07838196,50.4749527,2108346,0,0
2015-10-29 00:00:00+11:00,50.84550821,50.87151341,50.09137717,50.16938782,2637207,0,0
2015-10-30 00:00:00+11:00,49.74032801,50.26691987,49.493281,49.88335419,6229906,0,0
2015-11-02 00:00:00+11:00,49.96136367,50.05237942,48.7651538,48.8236618,3023142,0,0
2015-11-03 00:00:00+11:00,49.08371073,49.7338261,48.95368964,49.70782089,1949984,0,0
2015-11-04 00:00:00+11:00,50.11089678,50.64399122,49.63631035,49.78583908,2574174,0,0
2015-11-05 00:00:00+11:00,49.93535893,50.34493477,48.8301648,49.31124878,2951072,0,0
2015-11-06 00:00:00+11:00,49.29825138,49.96786944,49.09021466,49.79233551,2169524,0,0
2015-11-09 00:00:00+11:00,49.52578367,49.83133866,48.77164754,49.13571548,2288971,0,0
2015-11-10 00:00:00+11:00,49.08370308,49.18122137,47.94600136,48.60261917,3464540,0,0
2015-11-11 00:00:00+11:00,48.66113404,49.59730175,48.66113404,49.4087677,2720061,0,0
2015-11-12 00:00:00+11:00,49.14872563,50.50746946,49.09671521,50.31893539,2560501,0,0
2015-11-13 00:00:00+11:00,49.1877246,49.53228491,48.7781488,49.25273514,2885084,0,0
2015-11-16 00:00:00+11:00,48.5245963,49.09669587,48.51809376,48.61561203,2114256,0,0
2015-11-17 00:00:00+11:00,49.40225591,50.10438156,49.13571124,50.10438156,2930849,0,0
2015-11-18 00:00:00+11:00,49.71431805,50.87152249,49.65580509,50.60497284,3150721,0,0
2015-11-19 00:00:00+11:00,51.09256502,51.47613567,50.81302017,51.45013046,3267766,0,0
2015-11-20 00:00:00+11:00,51.58664701,52.15875164,51.30059966,51.89870453,2950873,0,0
2015-11-23 00:00:00+11:00,52.00922094,52.45780206,51.69716343,52.26926804,2001482,0,0
2015-11-24 00:00:00+11:00,51.87920164,52.46430143,51.6971652,51.77518082,2604415,0,0
2015-11-25 00:00:00+11:00,51.75568254,51.75568254,51.1640752,51.35911179,2373029,0,0
2015-11-26 00:00:00+11:00,51.53463589,52.40579294,51.49563056,52.15224838,3292309,0,0
2015-11-27 00:00:00+11:00,52.62683408,52.65934183,51.74917938,52.08724213,5545776,0,0
2015-11-30 00:00:00+11:00,52.17174709,52.39278389,51.58664239,51.6386528,4247367,0,0
2015-12-01 00:00:00+11:00,51.65816773,52.9583985,51.6191624,52.65284348,3556546,0,0
2015-12-02 00:00:00+11:00,52.69184965,53.2314416,52.51631573,53.15343094,2445536,0,0
2015-12-03 00:00:00+11:00,52.6203349,53.12742405,52.39279057,52.98439789,1902582,0,0
2015-12-04 00:00:00+11:00,51.98321702,52.29527454,51.72316992,52.15224838,3408806,0,0
2015-12-07 00:00:00+11:00,52.98440262,53.1859368,52.33428725,52.34078979,2028151,0,0
2015-12-08 00:00:00+11:00,52.01572941,52.45780803,51.84669803,52.10024261,2474404,0,0
2015-12-09 00:00:00+11:00,51.91821174,52.59433229,51.69716994,52.19776154,2497690,0,0
2015-12-10 00:00:00+11:00,51.81418716,52.00922373,50.63097752,51.2940979,4186508,0,0
2015-12-11 00:00:00+11:00,51.03404544,51.58664239,50.8065061,51.32659531,2284470,0,0
2015-12-14 00:00:00+11:00,50.67647628,50.98203121,50.27340805,50.34492111,2914971,0,0
2015-12-15 00:00:00+11:00,50.69599749,50.86502391,49.97436905,49.97436905,2701611,0,0
2015-12-16 00:00:00+11:00,50.57898467,51.41762924,50.4489586,51.41762924,3102407,0,0
2015-12-17 00:00:00+11:00,52.33428214,52.59432925,52.1197429,52.45780563,5445628,0,0
2015-12-18 00:00:00+11:00,51.94421955,53.02991104,51.70042629,53.02991104,7936255,0,0
2015-12-21 00:00:00+11:00,52.50981643,53.28995786,52.50981643,53.2574501,2198137,0,0
2015-12-22 00:00:00+11:00,53.61500769,53.64751048,52.84136892,53.09491348,2092679,0,0
2015-12-23 00:00:00+11:00,53.62801593,53.69302647,53.18593728,53.34196854,2522546,0,0
2015-12-24 00:00:00+11:00,54.02457259,54.23260925,53.84904366,54.16759872,1620353,0,0
2015-12-28 00:00:00+11:00,54.16759872,54.16759872,54.16759872,54.16759872,0,0,0
2015-12-29 00:00:00+11:00,54.26512025,54.93473816,53.97256541,54.93473816,1840762,0,0
2015-12-30 00:00:00+11:00,55.25979417,55.770137,55.19478364,55.63035965,2623161,0,0
2015-12-31 00:00:00+11:00,55.57835347,55.81239536,55.32480891,55.60435867,1800609,0,0
2016-01-04 00:00:00+11:00,55.54585621,55.60436421,54.75921725,54.908741,2230040,0,0
2016-01-05 00:00:00+11:00,54.07659003,54.36913992,53.96607162,54.03108215,2761614,0,0
2016-01-06 00:00:00+11:00,54.04408159,54.18060521,53.23794003,53.38096619,2477040,0,0
2016-01-07 00:00:00+11:00,53.11442419,53.50449739,51.95072204,52.27577972,3320993,0,0
2016-01-08 00:00:00+11:00,51.35911293,52.23676766,50.48145819,51.63216019,3791303,0,0
2016-01-11 00:00:00+11:00,51.0210566,51.4891355,50.53347007,51.12507248,2588229,0,0
2016-01-12 00:00:00+11:00,51.35911485,52.23676962,51.33310964,51.61265945,2927025,0,0
2016-01-13 00:00:00+11:00,52.080749,52.83488034,51.7361886,52.65935135,3143955,0,0
2016-01-14 00:00:00+11:00,51.68417061,51.99622816,51.23558942,51.63216019,2147488,0,0
2016-01-15 00:00:00+11:00,52.58132812,52.61383587,51.04705549,51.28109741,2701597,0,0
2016-01-18 00:00:00+11:00,50.5399675,51.25509342,50.22141236,50.96254349,2460969,0,0
2016-01-19 00:00:00+11:00,51.09906487,51.49563562,50.75450453,51.4826355,2300055,0,0
2016-01-20 00:00:00+11:00,51.48912908,51.8596946,50.36443241,50.45544815,3383000,0,0
2016-01-21 00:00:00+11:00,51.20957766,51.46312718,49.93535233,49.93535233,5261645,0,0
2016-01-22 00:00:00+11:00,50.31892274,50.31892274,49.39576025,49.77282333,3581094,0,0
2016-01-25 00:00:00+11:00,50.65698603,51.35911179,50.38393878,51.35911179,2932402,0,0
2016-01-27 00:00:00+11:00,51.35911423,51.35911423,50.20841221,50.44895172,3232392,0,0
2016-01-28 00:00:00+11:00,50.43595138,50.74800398,49.77283093,50.59848022,3143338,0,0
2016-01-29 00:00:00+11:00,50.57246972,51.1445694,49.85734388,51.1445694,7035866,0,0
2016-02-01 00:00:00+11:00,51.68417482,51.74268283,50.73500692,50.85202789,3603114,0,0
2016-02-02 00:00:00+11:00,51.05356036,51.20633787,50.5789789,50.72200012,2339438,0,0
2016-02-03 00:00:00+11:00,49.88334971,50.20190482,49.16172132,49.23323441,3758642,0,0
2016-02-04 00:00:00+11:00,49.60379478,50.46844428,49.44126597,50.29291534,3125514,0,0
2016-02-05 00:00:00+11:00,50.05887139,50.14988712,49.41525872,49.79882431,2267961,0,0
2016-02-08 00:00:00+11:00,49.45426953,49.80533238,49.31124337,49.65580368,2222535,0,0
2016-02-09 00:00:00+11:00,49.16173023,49.24624345,47.37391281,47.37391281,4592593,0,0
2016-02-10 00:00:00+11:00,48.73914749,49.21372891,47.18537224,48.23855591,6540751,0,0
2016-02-11 00:00:00+11:00,48.82366292,48.88217589,47.54293486,48.30357361,2862170,0,0
2016-02-12 00:00:00+11:00,47.90700029,48.40758691,47.503927,47.67295837,4264022,0,0
2016-02-15 00:00:00+11:00,49.01869952,49.01869952,47.52993474,48.30357361,5367415,0,0
2016-02-16 00:00:00+11:00,48.42379491,48.58409294,47.25494468,48.49058533,5455758,1.98,0
2016-02-17 00:00:00+11:00,48.88465611,49.11842513,47.98964818,48.31024933,3410164,0,0
2016-02-18 00:00:00+11:00,48.96479701,49.61267471,48.7577452,49.61267471,3165062,0,0
2016-02-19 00:00:00+11:00,49.32548288,49.51249812,48.77779321,49.04496002,1768177,0,0
2016-02-22 00:00:00+11:00,48.89133637,49.70619282,48.86462427,49.58596802,2074363,0,0
2016-02-23 00:00:00+11:00,49.43234291,50.09357669,48.77778459,48.94476318,2571840,0,0
2016-02-24 00:00:00+11:00,48.50394115,48.56405099,47.42191808,47.59557724,3957518,0,0
2016-02-25 00:00:00+11:00,47.75587796,47.78259515,46.8007602,47.42192078,5357879,0,0
2016-02-26 00:00:00+11:00,47.75588535,47.92286397,46.98778268,47.23491287,4861345,0,0
2016-02-29 00:00:00+11:00,47.32173371,47.74919852,46.81411735,46.84751511,4476962,0,0
2016-03-01 00:00:00+11:00,46.82748324,47.74252789,46.8141221,47.69577408,3667485,0,0
2016-03-02 00:00:00+11:00,48.65755654,49.85312376,48.51729514,49.38558578,3667940,0,0
2016-03-03 00:00:00+11:00,49.53252302,50.03345871,49.43233487,50.03345871,3042379,0,0
2016-03-04 00:00:00+11:00,50.5678006,50.79489416,50.32067043,50.58783722,2660545,0,0
2016-03-07 00:00:00+11:00,50.88838857,51.53960395,50.5878241,51.35592651,2691887,0,0
2016-03-08 00:00:00+11:00,51.2156714,51.41604773,50.12697286,50.39413452,3363994,0,0
2016-03-09 00:00:00+11:00,50.22715489,50.96854019,50.09357406,50.96854019,2661641,0,0
2016-03-10 00:00:00+11:00,51.16223954,51.5496311,50.7948897,50.85499954,1786282,0,0
2016-03-11 00:00:00+11:00,50.96186741,51.26242684,50.37409952,51.00862122,1774934,0,0
2016-03-14 00:00:00+11:00,51.34926685,51.72997792,51.18228821,51.3359108,4135863,0,0
2016-03-15 00:00:00+11:00,51.32253504,51.33589618,50.26055369,50.39413452,1647922,0,0
2016-03-16 00:00:00+11:00,50.42753365,51.12884575,50.2271573,50.78820801,1764992,0,0
2016-03-17 00:00:00+11:00,51.19563386,52.0706,50.92846712,51.68320847,4715401,0,0
2016-03-18 00:00:00+11:00,52.09732056,52.45131435,51.86355155,52.2041893,4505834,0,0
2016-03-21 00:00:00+11:00,52.17079265,52.19750984,51.25574812,51.52291489,1781730,0,0
2016-03-22 00:00:00+11:00,51.62978706,51.75668734,51.34258365,51.36930084,2824264,0,0
2016-03-23 00:00:00+11:00,51.26911657,51.42941462,50.87504438,51.22903824,2729654,0,0
2016-03-24 00:00:00+11:00,50.76817409,50.96854535,49.52585292,49.97335434,8965297,0,0
2016-03-29 00:00:00+11:00,49.96000625,49.96000625,48.69764827,48.8379097,2545930,0,0
2016-03-30 00:00:00+11:00,49.17853419,49.6727945,48.55737361,48.96480179,2249949,0,0
2016-03-31 00:00:00+11:00,49.61935785,50.20712065,49.13177813,50.04014206,3039143,0,0
2016-04-01 00:00:00+11:00,49.29876155,49.50581848,48.48724798,48.75107193,2904635,0,0
2016-04-04 00:00:00+10:00,48.89132657,49.39226231,48.6976359,48.70431137,1953640,0,0
2016-04-05 00:00:00+10:00,48.75774001,48.76442058,47.42191151,47.58889008,4361540,0,0
2016-04-06 00:00:00+10:00,47.57554436,47.88278437,47.1614356,47.52210999,2732316,0,0
2016-04-07 00:00:00+10:00,47.78927292,47.9362098,47.26161998,47.41523743,2312789,0,0
2016-04-08 00:00:00+10:00,46.94101466,47.63564612,46.61373809,47.26161575,3270663,0,0
2016-04-11 00:00:00+10:00,47.42192253,47.46867634,46.96774053,47.22154617,2349021,0,0
2016-04-12 00:00:00+10:00,47.09463781,48.23677063,47.09463781,48.23677063,2033939,0,0
2016-04-13 00:00:00+10:00,48.79782051,49.245327,48.43714615,49.245327,2815308,0,0
2016-04-14 00:00:00+10:00,49.8664868,50.02678481,49.42566089,49.89987946,3222694,0,0
2016-04-15 00:00:00+10:00,49.78633834,50.10693438,49.26536594,50.09357834,2341707,0,0
2016-04-18 00:00:00+10:00,49.77298692,50.10694418,49.32548543,49.54589844,2220565,0,0
2016-04-19 00:00:00+10:00,50.09358009,50.39413954,49.85981107,49.89320374,3916364,0,0
2016-04-20 00:00:00+10:00,50.09357393,50.20044267,49.3588692,49.79301453,2357210,0,0
2016-04-21 00:00:00+10:00,50.09356444,50.46759476,50.02677404,50.4141655,3324504,0,0
2016-04-22 00:00:00+10:00,50.09357548,50.51435968,49.91324085,50.12029266,2164070,0,0
2016-04-26 00:00:00+10:00,50.36074844,50.64127128,50.16037208,50.50769043,2401173,0,0
2016-04-27 00:00:00+10:00,50.74813632,50.86836112,49.06498925,49.2653656,3288270,0,0
2016-04-28 00:00:00+10:00,49.42565431,49.67945989,49.1117338,49.32546616,3085777,0,0
2016-04-29 00:00:00+10:00,49.3855935,49.69283352,49.11174614,49.35219574,4300511,0,0
2016-05-02 00:00:00+10:00,48.75774715,48.93808178,47.6222948,48.31692123,2968523,0,0
2016-05-03 00:00:00+10:00,47.82267496,50.10694122,47.76256511,50.10694122,3868830,0,0
2016-05-04 00:00:00+10:00,49.89320158,50.30731033,49.2987582,49.83309174,2441957,0,0
2016-05-05 00:00:00+10:00,49.91991433,50.31398643,49.77297237,49.99338531,3250863,0,0
2016-05-06 00:00:00+10:00,49.67946807,49.8598078,49.09170527,49.65943146,3800504,0,0
2016-05-09 00:00:00+10:00,49.65943751,50.65462859,49.12510901,50.61455536,3557188,0,0
2016-05-10 00:00:00+10:00,50.59450953,52.09731674,50.56779234,52.09731674,6650553,0,0
2016-05-11 00:00:00+10:00,52.49805767,52.89880519,51.79675078,52.09062958,3550798,0,0
2016-05-12 00:00:00+10:00,51.98377951,52.43128094,51.82347638,52.25762177,3738026,0,0
2016-05-13 00:00:00+10:00,52.4980637,52.4980637,51.3893286,51.689888,3048547,0,0
2016-05-16 00:00:00+10:00,51.46280018,52.09731674,51.26242385,52.09731674,2483761,0,0
2016-05-17 00:00:00+10:00,52.10400383,52.59825906,52.10400383,52.5648613,2116261,0,0
2016-05-18 00:00:00+10:00,52.29101103,52.39787467,51.71326659,51.84350967,2963445,0,0
2016-05-19 00:00:00+10:00,52.29769754,52.32440963,51.68321244,51.93702316,2549139,0,0
2016-05-20 00:00:00+10:00,51.96374257,52.31773639,51.6231048,52.17747498,1820366,0,0
2016-05-23 00:00:00+10:00,52.29770744,52.47136154,51.70993942,52.07061386,2494097,0,0
2016-05-24 00:00:00+10:00,51.90362827,52.31773704,51.80344009,51.80344009,1814339,0,0
2016-05-25 00:00:00+10:00,52.54482237,52.71848153,52.31773393,52.35780716,3577527,0,0
2016-05-26 00:00:00+10:00,52.36448996,52.73183982,51.997135,52.49139023,2442257,0,0
2016-05-27 00:00:00+10:00,52.66505042,52.8854634,52.5515062,52.69844818,4315925,0,0
2016-05-30 00:00:00+10:00,52.76523412,52.82534397,52.11067581,52.21754456,1747369,0,0
2016-05-31 00:00:00+10:00,52.21085746,52.25093578,51.66316796,51.71660233,3681704,0,0
2016-06-01 00:00:00+10:00,50.96853457,51.44943365,50.86167094,51.09543991,3007983,0,0
2016-06-02 00:00:00+10:00,51.42273284,51.42273284,50.30063635,50.4809761,2038099,0,0
2016-06-03 00:00:00+10:00,50.90843351,50.94182617,50.23383857,50.59451294,2302717,0,0
2016-06-06 00:00:00+10:00,50.58115307,51.25574286,50.38745731,51.16223526,1807334,0,0
2016-06-07 00:00:00+10:00,51.3559423,52.06727283,51.29583245,51.65650177,2888613,0,0
2016-06-08 00:00:00+10:00,51.30918907,51.5696753,50.96187579,51.42273331,2665616,0,0
2016-06-09 00:00:00+10:00,51.59638876,51.59638876,50.66798813,50.9618721,2295385,0,0
2016-06-10 00:00:00+10:00,50.50768861,50.66798664,50.09357985,50.42085648,1774102,0,0
2016-06-14 00:00:00+10:00,49.67947118,49.75962275,48.90469313,49.10506439,3266702,0,0
2016-06-15 00:00:00+10:00,48.89133361,49.04495617,48.22341919,48.22341919,3934390,0,0
2016-06-16 00:00:00+10:00,48.58408908,48.75106767,47.84938431,47.95625305,4469989,0,0
2016-06-17 00:00:00+10:00,48.35699723,48.58408565,48.0163595,48.1098671,2866818,0,0
2016-06-20 00:00:00+10:00,48.89133167,49.55924606,48.75775083,49.55924606,2386284,0,0
2016-06-21 00:00:00+10:00,49.82641725,50.32735309,49.59264821,50.14701843,2977266,0,0
2016-06-22 00:00:00+10:00,50.09358509,50.4809767,49.8464549,50.1403389,2374310,0,0
2016-06-23 00:00:00+10:00,50.21380998,50.47429622,49.96000432,50.10694122,2371206,0,0
2016-06-24 00:00:00+10:00,50.52771232,50.65461256,47.86273598,48.47053528,7780996,0,0
2016-06-27 00:00:00+10:00,48.08315052,48.67759385,47.42859734,48.62416458,3227055,0,0
2016-06-28 00:00:00+10:00,47.90282294,48.96814725,47.82267137,48.824543,4109344,0,0
